datetime,open,high,low,close,volume,log_return,return_magnitude,price_velocity,price_acceleration,price_jerk,local_price_position,local_high_position,local_low_position,price_gap,intraday_range,body_ratio,recent_volatility,rv_sma10,rv_sma15,rv_sma20,mean_price,price_deviation,abs_deviation,prob_normal,prob_top,prob_bottom,confirmed_top,confirmed_bottom,cumulative_pressure,market_state,market_state_label,market_state_color,top_prob_value,bottom_prob_value,signal_strength,outlier_line,top_cross_down,bottom_cross_down,red_height,green_height,buy_signal,sell_signal,equity,equity_norm,buy_hold_norm
2025-09-26 08:00:00+00:00,19.62,19.65,19.55,19.55,0,,,,,,0.5,0.5,0.5,,0.005115089514066387,0.6999930000700171,,,,,,,,,,,False,False,0.0,0,normal,gray,,,,,False,False,0.0,,False,False,10000.0,19.55,10000.0
2025-09-26 08:05:00+00:00,19.55,19.57,19.49,19.5,0,-0.002560820861673704,0.002560820861673704,-0.05000000000000071,,,0.5,0.5,0.5,0.0,0.004102564102564197,0.6249921875976495,,,,,,,,0.85,0.075,0.075,False,False,-0.6249921875976495,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,9974.424552429668
2025-09-26 08:10:00+00:00,19.52,19.55,19.5,19.5,0,0.0,0.0,0.0,0.05000000000000071,,0.5,0.5,0.5,0.0010256410256410037,0.0025641025641026005,0.3999920001599826,,,,,,,,0.85,0.075,0.075,False,False,-0.3999920001599826,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,9974.424552429668
2025-09-26 08:15:00+00:00,19.52,19.52,19.5,19.5,0,0.0,0.0,0.0,0.0,-0.05000000000000071,0.5,0.5,0.5,0.0010256410256410037,0.0010256410256410037,0.999950002499875,,,,,,,,0.85,0.075,0.075,False,False,-0.999950002499875,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,9974.424552429668
2025-09-26 08:20:00+00:00,19.5,19.51,19.45,19.48,0,-0.001026167355312006,0.001026167355312006,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.5,0.5,0.5,0.0,0.0030800821355237307,0.33332777787034906,,,,,,,,0.85,0.075,0.075,False,False,-0.33332777787034906,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,9964.194373401535
2025-09-26 08:25:00+00:00,19.5,19.51,19.5,19.51,0,0.001538856420630949,0.001538856420630949,0.030000000000001137,0.05000000000000071,0.07000000000000028,0.5,0.5,0.5,0.0010266940451745161,0.000512557662737138,0.9999000099990002,,,,,,,,0.85,0.075,0.075,False,False,0.9999000099990002,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,9979.539641943735
2025-09-26 08:30:00+00:00,19.55,19.57,19.52,19.55,0,0.002048131796354929,0.002048131796354929,0.03999999999999915,0.00999999999999801,-0.0400000000000027,0.5,0.5,0.5,0.002050230650948188,0.0025575447570332843,0.0,,,,,,,,0.85,0.075,0.075,False,False,0.0,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,10000.0
2025-09-26 08:35:00+00:00,19.55,19.55,19.55,19.55,0,0.0,0.0,0.0,-0.03999999999999915,-0.04999999999999716,0.5,0.5,0.5,0.0,0.0,0.0,,,,,,,,0.85,0.075,0.075,False,False,0.0,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,10000.0
2025-09-26 08:45:00+00:00,19.56,19.57,19.55,19.55,0,0.0,0.0,0.0,0.0,0.03999999999999915,0.5,0.5,0.5,0.0005115089514065479,0.0010230179028132775,0.49997500124984867,,,,,,,,0.85,0.075,0.075,False,False,-0.49997500124984867,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,10000.0
2025-09-26 08:50:00+00:00,19.57,19.65,19.55,19.6,0,0.0025542798050967007,0.0025542798050967007,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.5,0.5,0.5,0.0010230179028132775,0.005102040816326422,0.29999700003001745,,,,,,,,0.85,0.075,0.075,False,False,0.29999700003001745,0,normal,gray,7.5,7.5,7.5,,False,False,7.5,0.0,False,False,10000.0,19.55,10025.575447570332
